time,chassis_x,chassis_y,chassis_yaw,leg_joint1,leg_joint2,leg_joint3,leg_joint4,leg_joint5,head_joint1,head_joint2,left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7,right_arm_joint1,right_arm_joint2,right_arm_joint3,right_arm_joint4,right_arm_joint5,right_arm_joint6,right_arm_joint7
3.01483,0,0,0,0.350096,1.28017,0.870116,0,0,0,0,-1.00202,-0.052639,-0.596574,-0.0293643,1.99896,0.0300193,-0.0298652,1.00202,0.052639,0.596574,0.0293643,-1.99896,-0.0300193,-0.0300193
3.04697,0,0,0,0.350001,1.28,0.870001,0,0,0,0,-1.00002,-0.0500326,-0.594032,-0.0299922,1.99999,0.0300002,-0.0299983,1.00002,0.0500326,0.594032,0.0299922,-1.99999,-0.0300002,-0.0300002
3.07505,0,0,0,0.35,1.28,0.87,0.000421692,0,-0.000719039,0,-0.999697,-0.0507731,-0.592219,-0.0291566,1.99797,0.0298951,-0.0293675,0.999038,0.0506974,0.594063,0.0310542,-1.99968,-0.0299989,-0.0305049
3.10714,0,0,0,0.35,1.28,0.87,0.00229588,0,-0.00391477,0,-0.998352,-0.0542091,-0.584304,-0.0254082,1.98896,0.029429,-0.0265562,0.994761,0.053797,0.594341,0.0357397,-1.99823,-0.0299941,-0.0327492
3.13923,0,0,0,0.35,1.28,0.87,0.00566941,0,-0.00966708,0,-0.99593,-0.0603939,-0.570058,-0.0186612,1.97274,0.0285899,-0.0214959,0.987062,0.0593763,0.594843,0.0441735,-1.99564,-0.0299855,-0.0367888
3.17133,0,0,0,0.35,1.28,0.87,0.0105423,0,-0.017976,0,-0.992431,-0.0693275,-0.549479,-0.0089154,1.94932,0.0273779,-0.0141866,0.975942,0.0674353,0.595568,0.0563557,-1.99189,-0.029973,-0.0426237
3.20342,0,0,0,0.35,1.28,0.87,0.0169145,0,-0.0288414,0,-0.987856,-0.08101,-0.522569,0.00382906,1.91868,0.0257931,-0.0046282,0.9614,0.077974,0.596515,0.0722863,-1.98699,-0.0299566,-0.0502541
3.23551,0,0,0,0.35,1.28,0.87,0.0247861,0,-0.0422635,0,-0.982205,-0.0954412,-0.489326,0.0195722,1.88084,0.0238352,0.00717917,0.943437,0.0909924,0.597686,0.0919653,-1.98093,-0.0299364,-0.0596798
3.2676,0,0,0,0.35,1.28,0.87,0.034157,0,-0.0582421,0,-0.975477,-0.112621,-0.449752,0.0383141,1.83578,0.0215045,0.0212356,0.922052,0.10649,0.59908,0.115393,-1.97373,-0.0299124,-0.0709009
3.29969,0,0,0,0.35,1.28,0.87,0.0450273,0,-0.0767774,0,-0.967673,-0.13255,-0.403846,0.0600547,1.78352,0.0188009,0.037541,0.897245,0.124468,0.600696,0.142568,-1.96536,-0.0298845,-0.0839173
3.33178,0,0,0,0.35,1.28,0.87,0.057397,0,-0.0978692,0,-0.958792,-0.155228,-0.351608,0.0847939,1.72405,0.0157243,0.0560954,0.869017,0.144926,0.602536,0.173492,-1.95585,-0.0298528,-0.0987292
