time,chassis_x,chassis_y,chassis_yaw,leg_joint1,leg_joint2,leg_joint3,leg_joint4,leg_joint5,head_joint1,head_joint2,left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7,right_arm_joint1,right_arm_joint2,right_arm_joint3,right_arm_joint4,right_arm_joint5,right_arm_joint6,right_arm_joint7
44.645,-4,0.00251428,12.5613,0.230199,1.0404,0.750199,0,0,0,0,-0.407076,-0.549362,-0.804885,0.37875,0.447266,0.0287473,-0.870439,-0.826074,0.350108,0.568551,1.7404,1.22114,-0.05,-1.55
44.6771,-4,0.00251428,12.5613,0.226137,1.03227,0.746137,0,0,0,0,-0.425963,-0.521539,-0.860349,0.44516,0.503116,0.0298237,-0.902324,-0.906294,0.331565,0.639023,1.73227,1.2388,-0.05,-1.55
44.7092,-4,0.00251428,12.5613,0.222075,1.02415,0.742075,0,0,0,0,-0.44485,-0.493715,-0.915813,0.51157,0.558966,0.0309001,-0.934209,-0.986514,0.313023,0.709495,1.72415,1.25647,-0.05,-1.55
44.7413,-4,0.00251428,12.5613,0.218013,1.01603,0.738013,0,0,0,0,-0.463737,-0.465892,-0.971276,0.57798,0.614815,0.0319764,-0.966094,-1.06673,0.294481,0.779967,1.71603,1.27414,-0.05,-1.55
44.7733,-4,0.00251428,12.5613,0.213952,1.0079,0.733952,0,0,0,0,-0.482625,-0.438069,-1.02674,0.64439,0.670665,0.0330528,-0.997979,-1.14695,0.275939,0.850439,1.7079,1.29181,-0.05,-1.55
44.8054,-4,0.00251428,12.5613,0.20989,0.99978,0.72989,0,0,0,0,-0.501512,-0.410246,-1.0822,0.7108,0.726514,0.0341292,-1.02986,-1.22717,0.257397,0.920911,1.69978,1.30948,-0.05,-1.55
44.8375,-4,0.00251428,12.5613,0.205828,0.991656,0.725828,0,0,0,0,-0.520399,-0.382422,-1.13767,0.777211,0.782364,0.0352056,-1.06175,-1.3074,0.238855,0.991383,1.69166,1.32715,-0.05,-1.55
44.8696,-4,0.00251428,12.5613,0.201766,0.983533,0.721766,0,0,0,0,-0.539287,-0.354599,-1.19313,0.843621,0.838213,0.0362819,-1.09363,-1.38762,0.220313,1.06185,1.68353,1.34482,-0.05,-1.55
44.9017,-4,0.00251428,12.5613,0.197705,0.975409,0.717705,0,0,0,0,-0.558173,-0.326777,-1.24859,0.910029,0.894061,0.0373583,-1.12552,-1.46783,0.201772,1.13232,1.67541,1.36248,-0.05,-1.55
44.9338,-4,0.00251428,12.5613,0.193657,0.967314,0.713657,0,0,0,0,-0.576995,-0.299051,-1.30386,0.976207,0.949715,0.0384309,-1.15729,-1.54777,0.183295,1.20255,1.66731,1.38009,-0.05,-1.55
44.9659,-4,0.00251428,12.5613,0.189757,0.959514,0.709757,0,0,0,0,-0.595131,-0.272334,-1.35712,1.03998,1.00334,0.0394644,-1.18791,-1.6248,0.16549,1.27022,1.65951,1.39706,-0.05,-1.55
44.998,-4,0.00251428,12.5613,0.186039,0.952078,0.706039,0,0,0,0,-0.612418,-0.246867,-1.40789,1.10076,1.05446,0.0404497,-1.21709,-1.69823,0.148518,1.33472,1.65208,1.41323,-0.05,-1.55
45.03,-4,0.00251428,12.5613,0.182504,0.945007,0.702504,0,0,0,0,-0.628858,-0.22265,-1.45616,1.15856,1.10307,0.0413865,-1.24485,-1.76805,0.132379,1.39606,1.64501,1.42861,-0.05,-1.55
45.0621,-4,0.00251428,12.5613,0.179151,0.938302,0.699151,0,0,0,0,-0.644449,-0.199683,-1.50195,1.21338,1.14918,0.042275,-1.27117,-1.83427,0.117074,1.45423,1.6383,1.44319,-0.05,-1.55
45.0942,-4,0.00251428,12.5613,0.17598,0.931961,0.69598,0,0,0,0,-0.659191,-0.177966,-1.54524,1.26522,1.19277,0.0431152,-1.29605,-1.89689,0.102601,1.50924,1.63196,1.45699,-0.05,-1.55
45.1263,-4,0.00251428,12.5613,0.172993,0.925985,0.692993,0,0,0,0,-0.673085,-0.157499,-1.58604,1.31407,1.23385,0.043907,-1.31951,-1.9559,0.0889608,1.56108,1.62599,1.46998,-0.05,-1.55
45.1584,-4,0.00251428,12.5613,0.170187,0.920374,0.690187,0,0,0,0,-0.68613,-0.138281,-1.62435,1.35994,1.27243,0.0446504,-1.34153,-2.01131,0.0761539,1.60975,1.62037,1.48219,-0.05,-1.55
45.1905,-4,0.00251428,12.5613,0.167564,0.915128,0.687564,0,0,0,0,-0.698327,-0.120314,-1.66016,1.40283,1.30849,0.0453455,-1.36212,-2.06311,0.0641799,1.65526,1.61513,1.4936,-0.05,-1.55
45.2226,-4,0.00251428,12.5613,0.165124,0.910247,0.685124,0,0,0,0,-0.709676,-0.103596,-1.69349,1.44273,1.34205,0.0459923,-1.38128,-2.11131,0.053039,1.69761,1.61025,1.50421,-0.05,-1.55
45.2547,-4,0.00251428,12.5613,0.162865,0.905731,0.682865,0,0,0,0,-0.720175,-0.0881286,-1.72432,1.47965,1.3731,0.0465906,-1.39901,-2.15591,0.0427309,1.73678,1.60573,1.51404,-0.05,-1.55
45.2867,-4,0.00251428,12.5613,0.16079,0.90158,0.68079,0,0,0,0,-0.729827,-0.0739108,-1.75266,1.51359,1.40164,0.0471407,-1.4153,-2.1969,0.0332559,1.7728,1.60158,1.52306,-0.05,-1.55
45.3188,-4,0.00251428,12.5613,0.158897,0.897794,0.678897,0,0,0,0,-0.73863,-0.060943,-1.77851,1.54454,1.42767,0.0476424,-1.43016,-2.23429,0.0246138,1.80564,1.59779,1.5313,-0.05,-1.55
45.3509,-4,0.00251428,12.5613,0.157186,0.894372,0.677186,0,0,0,0,-0.746584,-0.0492251,-1.80187,1.57251,1.45119,0.0480957,-1.44359,-2.26807,0.0168047,1.83532,1.59437,1.53874,-0.05,-1.55
45.383,-4,0.00251428,12.5613,0.155658,0.891316,0.675658,0,0,0,0,-0.75369,-0.038757,-1.82274,1.59749,1.4722,0.0485006,-1.45559,-2.29826,0.0098286,1.86183,1.59132,1.54539,-0.05,-1.55
45.4151,-4,0.00251428,12.5613,0.154312,0.888625,0.674312,0,0,0,0,-0.759948,-0.0295389,-1.84112,1.61949,1.49071,0.0488573,-1.46615,-2.32483,0.00368544,1.88518,1.58862,1.55124,-0.05,-1.55
45.4472,-4,0.00251428,12.5613,0.153149,0.886298,0.673149,0,0,0,0,-0.765357,-0.0215707,-1.857,1.63851,1.5067,0.0491655,-1.47528,-2.34781,-0.00162475,1.90536,1.5863,1.5563,-0.05,-1.55
45.4793,-4,0.00251428,12.5613,0.152168,0.884336,0.672168,0,0,0,0,-0.769918,-0.0148525,-1.87039,1.65455,1.52019,0.0494254,-1.48298,-2.36718,-0.00610197,1.92238,1.58434,1.56057,-0.05,-1.55
45.5114,-4,0.00251428,12.5613,0.15137,0.88274,0.67137,0,0,0,0,-0.77363,-0.0093841,-1.88129,1.6676,1.53116,0.049637,-1.48925,-2.38294,-0.00974621,1.93623,1.58274,1.56404,-0.05,-1.55
45.5435,-4,0.00251428,12.5613,0.150754,0.881508,0.670754,0,0,0,0,-0.776493,-0.00516565,-1.8897,1.67767,1.53963,0.0498002,-1.49408,-2.39511,-0.0125575,1.94692,1.58151,1.56672,-0.05,-1.55
45.5755,-4,0.00251428,12.5613,0.150321,0.880641,0.670321,0,0,0,0,-0.778509,-0.00219711,-1.89562,1.68476,1.54559,0.049915,-1.49748,-2.40367,-0.0145358,1.95444,1.58064,1.5686,-0.05,-1.55
45.6076,-4,0.00251428,12.5613,0.15007,0.88014,0.67007,0,0,0,0,-0.779675,-0.000478482,-1.89905,1.68886,1.54904,0.0499815,-1.49945,-2.40862,-0.0156811,1.95879,1.58014,1.5697,-0.05,-1.55
45.6397,-4,0.00251428,12.5613,0.150004,0.880008,0.670004,0,0,9.65015e-06,0,-0.779969,1.25452e-06,-1.9,1.68994,1.55,0.0499984,-1.49994,-2.40997,-0.0160009,1.96,1.58,1.57,-0.05,-1.55
45.6719,-4,0.00251428,12.5613,0.150313,0.880625,0.670313,0,0,0.000781662,0,-0.777514,0.000101616,-1.89995,1.68495,1.55,0.0498671,-1.4954,-2.40745,-0.0160766,1.95986,1.57997,1.57002,-0.05,-1.54983
45.704,-4,0.00251428,12.5613,0.151116,0.882231,0.671116,0,0,0.00278889,0,-0.771131,0.000362556,-1.89983,1.67198,1.55,0.0495259,-1.4836,-2.40091,-0.0162733,1.9595,1.57989,1.57006,-0.05,-1.54939
45.7361,-4,0.00251428,12.5613,0.152413,0.884825,0.672413,0,0,0.00603134,0,-0.76082,0.000784075,-1.89964,1.65104,1.55,0.0489747,-1.46454,-2.39034,-0.0165911,1.95891,1.57976,1.57012,-0.05,-1.54867
45.7683,-4,0.00251428,12.5613,0.154204,0.888407,0.674204,0,0,0.010509,0,-0.746581,0.00136617,-1.89937,1.62211,1.55,0.0482135,-1.43821,-2.37574,-0.0170299,1.95811,1.57958,1.57021,-0.05,-1.54769
45.8004,-4,0.00251428,12.5613,0.156489,0.892978,0.676489,0,0,0.0162219,0,-0.728414,0.00210885,-1.89903,1.58521,1.55,0.0472423,-1.40462,-2.35712,-0.0175897,1.95708,1.57935,1.57032,-0.05,-1.54643
45.8325,-4,0.00251428,12.5613,0.159268,0.898536,0.679268,0,0,0.02317,0,-0.706319,0.0030121,-1.89861,1.54032,1.55,0.0460611,-1.36376,-2.33447,-0.0182707,1.95583,1.57907,1.57046,-0.05,-1.5449
45.8647,-4,0.00251428,12.5613,0.162541,0.905083,0.682541,0,0,0.0313533,0,-0.680296,0.00407593,-1.89812,1.48746,1.55,0.0446699,-1.31564,-2.30779,-0.0190726,1.95436,1.57875,1.57063,-0.05,-1.5431
45.8968,-4,0.00251428,12.5613,0.166309,0.912618,0.686309,0,0,0.0407719,0,-0.650345,0.00530034,-1.89755,1.42661,1.55,0.0430688,-1.26026,-2.27708,-0.0199956,1.95266,1.57837,1.57082,-0.05,-1.54103
45.9289,-4,0.00251428,12.5613,0.17057,0.921141,0.69057,0,0,0.0514256,0,-0.616466,0.00668533,-1.89691,1.35779,1.55,0.0412576,-1.19762,-2.24235,-0.0210397,1.95074,1.57794,1.57103,-0.05,-1.53869
45.9611,-4,0.00251428,12.5613,0.175326,0.930652,0.695326,0,0,0.0633146,0,-0.578659,0.0082309,-1.8962,1.28099,1.55,0.0392365,-1.12771,-2.20359,-0.0222048,1.9486,1.57747,1.57127,-0.05,-1.53607
45.9932,-4,0.00251428,12.5613,0.180576,0.941151,0.700576,0,0,0.0764388,0,-0.536925,0.00993705,-1.89541,1.19621,1.55,0.0370054,-1.05054,-2.16081,-0.023491,1.94624,1.57694,1.57153,-0.05,-1.53318
46.0253,-4,0.00251428,12.5613,0.186319,0.952639,0.706319,0,0,0.0907982,0,-0.491262,0.0118038,-1.89455,1.10344,1.55,0.0345643,-0.966106,-2.114,-0.0248982,1.94366,1.57637,1.57182,-0.05,-1.53002
46.0575,-4,0.00251428,12.5613,0.192519,0.965038,0.712519,0,0,0.106298,0,-0.441973,0.0138187,-1.89362,1.00332,1.55,0.0319294,-0.874968,-2.06347,-0.0264172,1.94087,1.57575,1.57213,-0.05,-1.52661
46.0896,-4,0.00251428,12.5613,0.198818,0.977637,0.718818,0,0,0.122046,0,-0.391894,0.015866,-1.89268,0.901584,1.55,0.0292522,-0.782371,-2.01213,-0.0279605,1.93803,1.57512,1.57244,-0.05,-1.52315
46.1217,-4,0.00251428,12.5613,0.205118,0.990235,0.725118,0,0,0.137794,0,-0.341815,0.0179132,-1.89173,0.799851,1.55,0.026575,-0.689771,-1.96079,-0.0295038,1.9352,1.57449,1.57276,-0.05,-1.51969
46.1539,-4,0.00251428,12.5613,0.211417,1.00283,0.731417,0,0,0.153542,0,-0.291736,0.0199605,-1.89079,0.698117,1.55,0.0238978,-0.597172,-1.90945,-0.0310471,1.93236,1.57386,1.57307,-0.05,-1.51622
46.186,-4,0.00251428,12.5613,0.217716,1.01543,0.737716,0,0,0.16929,0,-0.241656,0.0220078,-1.88984,0.596384,1.55,0.0212206,-0.504572,-1.85811,-0.0325905,1.92953,1.57323,1.57339,-0.05,-1.51276
46.2182,-4,0.00251428,12.5613,0.224015,1.02803,0.744015,0,0,0.185039,0,-0.191577,0.024055,-1.8889,0.49465,1.55,0.0185434,-0.411973,-1.80677,-0.0341338,1.92669,1.5726,1.5737,-0.05,-1.50929
46.2503,-4,0.00251428,12.5613,0.230315,1.04063,0.750315,0,0,0.200787,0,-0.141498,0.0261023,-1.88795,0.392917,1.55,0.0158662,-0.319373,-1.75543,-0.0356771,1.92386,1.57197,1.57402,-0.05,-1.50583
46.2824,-4,0.00251428,12.5613,0.236614,1.05323,0.756614,0,0,0.216535,0,-0.0914185,0.0281496,-1.88701,0.291184,1.55,0.013189,-0.226774,-1.7041,-0.0372204,1.92102,1.57134,1.57433,-0.05,-1.50236
46.3146,-4,0.00251428,12.5613,0.242913,1.06583,0.762913,0,0,0.232283,0,-0.0413392,0.0301968,-1.88606,0.18945,1.55,0.0105118,-0.134174,-1.65276,-0.0387638,1.91819,1.57071,1.57465,-0.05,-1.4989
46.3467,-4,0.00251428,12.5613,0.249213,1.07843,0.769213,0,0,0.248031,0,0.00874006,0.0322441,-1.88512,0.0877167,1.55,0.00783465,-0.041575,-1.60142,-0.0403071,1.91535,1.57008,1.57496,-0.05,-1.49543
46.3788,-4,0.00251428,12.5613,0.255512,1.09102,0.775512,0,0,0.26378,0,0.0588194,0.0342914,-1.88417,-0.0140167,1.55,0.00515746,0.0510245,-1.55008,-0.0418504,1.91252,1.56945,1.57528,-0.05,-1.49197
46.411,-4,0.00251428,12.5613,0.261811,1.10362,0.781811,0,0,0.279528,0,0.108899,0.0363386,-1.88323,-0.11575,1.55,0.00248026,0.143624,-1.49874,-0.0433937,1.90968,1.56882,1.57559,-0.05,-1.4885
46.4431,-4,0.00251428,12.5613,0.26811,1.11622,0.78811,0,0,0.295276,0,0.158978,0.0383859,-1.88228,-0.217483,1.55,-0.000196933,0.236223,-1.4474,-0.0449371,1.90685,1.56819,1.57591,-0.05,-1.48504
46.4752,-4,0.00251428,12.5613,0.27441,1.12882,0.79441,0,0,0.311024,0,0.209057,0.0404332,-1.88134,-0.319217,1.55,-0.00287413,0.328823,-1.39606,-0.0464804,1.90402,1.56756,1.57622,-0.05,-1.48157
46.5074,-4,0.00251428,12.5613,0.280709,1.14142,0.800709,0,0,0.326772,0,0.259137,0.0424804,-1.88039,-0.42095,1.55,-0.00555132,0.421422,-1.34472,-0.0480237,1.90118,1.56693,1.57654,-0.05,-1.47811
46.5395,-4,0.00251428,12.5613,0.287008,1.15402,0.807008,0,0,0.342521,0,0.309216,0.0445277,-1.87945,-0.522684,1.55,-0.00822852,0.514022,-1.29338,-0.049567,1.89835,1.5663,1.57685,-0.05,-1.47465
46.5716,-4,0.00251428,12.5613,0.293308,1.16662,0.813308,0,0,0.358269,0,0.359295,0.046575,-1.8785,-0.624417,1.55,-0.0109057,0.606621,-1.24204,-0.0511104,1.89551,1.56567,1.57717,-0.05,-1.47118
46.6038,-4,0.00251428,12.5613,0.299607,1.17921,0.819607,0,0,0.374017,0,0.409374,0.0486222,-1.87756,-0.72615,1.55,-0.0135829,0.699221,-1.1907,-0.0526537,1.89268,1.56504,1.57748,-0.05,-1.46772
46.6359,-4,0.00251428,12.5613,0.305906,1.19181,0.825906,0,0,0.389765,0,0.459454,0.0506695,-1.87661,-0.827884,1.55,-0.0162601,0.79182,-1.13936,-0.054197,1.88984,1.56441,1.5778,-0.05,-1.46425
46.668,-4,0.00251428,12.5613,0.312168,1.20434,0.832168,0,0,0.405419,0,0.509232,0.0527044,-1.87567,-0.929005,1.55,-0.0189212,0.883862,-1.08833,-0.055731,1.88702,1.56378,1.57811,-0.05,-1.46081
46.7002,-4,0.00251428,12.5613,0.318035,1.21607,0.838035,0,0,0.420087,0,0.555877,0.0546113,-1.87479,-1.02376,1.55,-0.0214148,0.970112,-1.04052,-0.0571685,1.88438,1.5632,1.5784,-0.05,-1.45758
46.7323,-4,0.00251428,12.5613,0.323408,1.22682,0.843408,0,0,0.43352,0,0.598594,0.0563576,-1.87399,-1.11054,1.55,-0.0236984,1.0491,-0.996724,-0.058485,1.88197,1.56266,1.57867,-0.05,-1.45463
46.7644,-4,0.00251428,12.5613,0.328287,1.23657,0.848287,0,0,0.445718,0,0.637383,0.0579433,-1.87326,-1.18934,1.55,-0.025772,1.12082,-0.95696,-0.0596804,1.87977,1.56217,1.57891,-0.05,-1.45194
